Parcela,Familia,Especie,Morfo,Taxon,N Indv,Alcool,Data,Longitude,Latitude,Coletor,Tombo
M2_TS_4500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,92,09/27/2012,-60.296184,-3.6761514,Colmenares,3626
M2_TS_4500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,3,92,09/27/2012,-60.296184,-3.6761514,Colmenares,3627
M2_TS_4500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,1,92,09/27/2012,-60.296184,-3.6761514,Colmenares,3628
M2_TS_4500,Manaosbiidae,Saramacia_lucasae,,Ma_Saramacia_lucasae,1,92,09/27/2012,-60.296184,-3.6761514,Ferreira,3629
M2_TS_4500,Cosmetidae,Taito_spaceinvaders,,Co_Taito_spaceinvaders,1,92,09/27/2012,-60.296184,-3.6761514,Ferreira,3630
M2_TS_4500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,92,09/27/2012,-60.296184,-3.6761514,Colmenares,3631
M2_TS_4500,Manaosbiidae,Saramacia_lucasae,,Ma_Saramacia_lucasae,2,92,09/27/2012,-60.296184,-3.6761514,Ferreira,3632
M2_TS_4500,Manaosbiidae,Rhopalocranaus_sp1,,Ma_Rhopalocranaus_sp1,2,100,09/27/2012,-60.296184,-3.6761514,Ferreira,3633
M2_TS_4500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,2,92,09/27/2012,-60.296184,-3.6761514,Colmenares,3634
M2_TS_4500,Fissiphalliidae,Fissiphallius_martensi,,Fi_Fissiphallius_martensi,1,100,09/27/2012,-60.296184,-3.6761514,Ferreira,3635
M2_TS_4500,Fissiphalliidae,Fissiphallius_martensi,,Fi_Fissiphallius_martensi,2,92,09/27/2012,-60.296184,-3.6761514,Ferreira,3636
M2_TS_4500,Cranaidae,Callcosma_sp1,,Cr_Callcosma_sp1,1,100,09/27/2012,-60.296184,-3.6761514,Colmenares,3637
M2_TS_4500,Biantidae,Stenostygnus_pusio,,Bi_Stenostygnus_pusio,1,100,09/27/2012,-60.296184,-3.6761514,Colmenares,3638
M3_TN_0500,Cosmetidae,Sibambea_sp1,,Co_Sibambea_sp1,1,92,09/07/2013,-60.7287250366,-4.1275879182,Porto,3639
M3_TN_0500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,4,92,09/07/2013,-60.7287250366,-4.1275879182,Colmenares,3640
M3_TN_0500,Manaosbiidae,Saramacia_lucasae,,Ma_Saramacia_lucasae,1,92,09/07/2013,-60.7287250366,-4.1275879182,Porto,3641
M3_TN_0500,Manaosbiidae,Saramacia_lucasae,,Ma_Saramacia_lucasae,1,92,09/07/2013,-60.7287250366,-4.1275879182,Colmenares,3642
M3_TN_0500,Agoristenidae,Avima_sp1,,Ag_Avima_sp1,2,92,09/07/2013,-60.7287250366,-4.1275879182,Colmenares,3643
M3_TN_0500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,92,09/07/2013,-60.7287250366,-4.1275879182,Porto,3644
M3_TN_0500,Fissiphalliidae,Fissiphallius_martensi,,Fi_Fissiphallius_martensi,1,92,09/07/2013,-60.7287250366,-4.1275879182,Porto,3645
M3_TN_0500,Sclerosomatidae,Gen1_sp2,,Sc_Gen1_sp2,2,92,09/07/2013,-60.7287250366,-4.1275879182,Colmenares,3646
M3_TN_0500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,1,92,09/07/2013,-60.7287250366,-4.1275879182,Colmenares,3647
M3_TN_0500,Sclerosomatidae,Gen3_sp1,,Sc_Gen3_sp1,2,92,09/07/2013,-60.7287250366,-4.1275879182,Porto,3648
M3_TN_0500,Sclerosomatidae,Gen1_sp3,,Sc_Gen1_sp3,1,92,09/07/2013,-60.7287250366,-4.1275879182,Colmenares,3649
M3_TN_0500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,8,92,09/07/2013,-60.7287250366,-4.1275879182,Porto,3650
M3_TN_0500,Cosmetidae,Eucynortella_duapunctata,,Co_Eucynortella_duapunctata,2,92,09/07/2013,-60.7287250366,-4.1275879182,Porto,3651
M3_TN_0500,Cosmetidae,Eucynortella_duapunctata,,Co_Eucynortella_duapunctata,1,92,09/07/2013,-60.7287250366,-4.1275879182,Colmenares,3652
M3_TN_1500,Sclerosomatidae,Gen1_sp3,,Sc_Gen1_sp3,1,100,09/07/2013,-60.7254406717,-4.1359697375,Colmenares,3653
M3_TN_1500,Sclerosomatidae,Gen1_sp2,,Sc_Gen1_sp2,1,100,09/07/2013,-60.7254406717,-4.1359697375,Porto,3654
M3_TN_1500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,100,09/07/2013,-60.7254406717,-4.1359697375,Porto,3655
M3_TN_1500,Manaosbiidae,Saramacia_lucasae,,Ma_Saramacia_lucasae,1,100,09/07/2013,-60.7254406717,-4.1359697375,Colmenares,3656
M3_TN_1500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,3,100,09/07/2013,-60.7254406717,-4.1359697375,Porto,3657
M3_TN_1500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,1,100,09/07/2013,-60.7254406717,-4.1359697375,Colmenares,3658
M3_TN_1500,Cosmetidae,Eucynortella_duapunctata,,Co_Eucynortella_duapunctata,5,100,09/07/2013,-60.7254406717,-4.1359697375,Colmenares,3659
M3_TN_1500,Fissiphalliidae,Fissiphallius_tucupi,,Fi_Fissiphallius_tucupi,1,100,09/07/2013,-60.7254406717,-4.1359697375,Porto,3660
M3_TN_1500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,5,92,09/07/2013,-60.7254406717,-4.1359697375,Colmenares,3661
M3_TN_1500,Manaosbiidae,Saramacia_lucasae,,Ma_Saramacia_lucasae,2,92,09/07/2013,-60.7254406717,-4.1359697375,Colmenares,3662
M3_TN_1500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,92,09/07/2013,-60.7254406717,-4.1359697375,Colmenares,3663
M3_TN_1500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,5,92,09/07/2013,-60.7254406717,-4.1359697375,Porto,3664
M3_TN_1500,Sclerosomatidae,Gen1_sp4,,Sc_Gen1_sp4,1,92,09/07/2013,-60.7254406717,-4.1359697375,Porto,3665
M3_TN_2500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,1,100,09/07/2013,-60.722270133,-4.1444762796,Porto,3666
M3_TN_2500,Cosmetidae,Sibambea_sp1,,Co_Sibambea_sp1,1,100,09/07/2013,-60.722270133,-4.1444762796,Porto,3667
M3_TN_2500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,4,92,09/07/2013,-60.722270133,-4.1444762796,Porto,3668
M3_TN_2500,Sclerosomatidae,Gen1_sp2,,Sc_Gen1_sp2,1,92,09/07/2013,-60.722270133,-4.1444762796,Porto,3669
M3_TN_2500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,5,92,09/07/2013,-60.722270133,-4.1444762796,Colmenares,3670
M3_TN_2500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,92,09/07/2013,-60.722270133,-4.1444762796,Porto,3671
M3_TN_2500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,3,92,09/07/2013,-60.722270133,-4.1444762796,Colmenares,3672
M3_TN_2500,Stygnidae,Gen1_sp1,,St_Gen1_sp1,1,92,09/07/2013,-60.722270133,-4.1444762796,Porto,3673
M3_TN_3500,Fissiphalliidae,Fissiphallius_tucupi,,Fi_Fissiphallius_tucupi,1,100,09/09/2013,-60.7190285157,-4.1528259125,Colmenares,3674
M3_TN_3500,Stygnidae,Stygnidius_sp1,,St_Stygnidius_sp1,1,100,09/09/2013,-60.7190285157,-4.1528259125,Colmenares,3675
M3_TN_3500,Stygnidae,Stygnidius_sp1,,St_Stygnidius_sp1,1,100,09/09/2013,-60.7190285157,-4.1528259125,Porto,3676
M3_TN_3500,Stygnidae,Gen1_sp1,,St_Gen1_sp1,1,100,09/09/2013,-60.7190285157,-4.1528259125,Porto,3677
M3_TN_3500,Biantidae,Stenostygnus_pusio,,Bi_Stenostygnus_pusio,1,92,09/09/2013,-60.7190285157,-4.1528259125,Porto,3678
M3_TN_3500,Manaosbiidae,Saramacia_lucasae,,Ma_Saramacia_lucasae,1,92,09/09/2013,-60.7190285157,-4.1528259125,Colmenares,3679
M3_TN_3500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,92,09/09/2013,-60.7190285157,-4.1528259125,Porto,3680
M3_TN_3500,Stygnidae,Protimesius_longipalpis,,St_Protimesius_longipalpis,1,92,09/09/2013,-60.7190285157,-4.1528259125,Colmenares,3681
M3_TN_3500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,5,92,09/09/2013,-60.7190285157,-4.1528259125,Porto,3682
M3_TN_3500,Cosmetidae,Taito_spaceinvaders,,Co_Taito_spaceinvaders,1,92,09/09/2013,-60.7190285157,-4.1528259125,Porto,3683
M3_TN_3500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,2,92,09/09/2013,-60.7190285157,-4.1528259125,Colmenares,3684
M3_TN_3500,Cosmetidae,Eucynortella_duapunctata,,Co_Eucynortella_duapunctata,1,92,09/09/2013,-60.7190285157,-4.1528259125,Colmenares,3685
M3_TN_3500,Fissiphalliidae,Fissiphallius_tucupi,,Fi_Fissiphallius_tucupi,2,92,09/09/2013,-60.7190285157,-4.1528259125,Porto,3686
M3_TN_3500,Sclerosomatidae,Gen1_sp2,,Sc_Gen1_sp2,1,92,09/09/2013,-60.7190285157,-4.1528259125,Porto,3687
M3_TN_3500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,1,92,09/09/2013,-60.7190285157,-4.1528259125,Colmenares,3688
M3_TN_4500,Escadabiidae,Gen1_sp1,,Es_Gen1_sp1,1,100,09/09/2013,-60.7158202585,-4.1612773016,Colmenares,3689
M3_TN_4500,Biantidae,Stenostygnus_pusio,,Bi_Stenostygnus_pusio,2,92,09/09/2013,-60.7158202585,-4.1612773016,Colmenares,3690
M3_TN_4500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,1,92,09/07/2013,-60.7158202585,-4.1612773016,Porto,3691
M3_TN_4500,Cosmetidae,Eucynortella_duapunctata,,Co_Eucynortella_duapunctata,1,92,09/09/2013,-60.7158202585,-4.1612773016,Colmenares,3692
M3_TN_4500,Cosmetidae,Eucynortella_duapunctata,,Co_Eucynortella_duapunctata,3,92,09/09/2013,-60.7158202585,-4.1612773016,Porto,3693
M3_TN_4500,Fissiphalliidae,Fissiphallius_tucupi,,Fi_Fissiphallius_tucupi,3,92,09/09/2013,-60.7158202585,-4.1612773016,Colmenares,3694
M3_TN_4500,Fissiphalliidae,Fissiphallius_tucupi,,Fi_Fissiphallius_tucupi,1,92,09/09/2013,-60.7158202585,-4.1612773016,Porto,3695
M3_TN_4500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,1,92,09/09/2013,-60.7158202585,-4.1612773016,Porto,3696
M3_TN_4500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,2,92,09/09/2013,-60.7158202585,-4.1612773016,Colmenares,3697
M3_TN_4500,Stygnidae,Gen1_sp1,,St_Gen1_sp1,1,92,09/09/2013,-60.7158202585,-4.1612773016,Porto,3698
M3_TN_4500,Stygnidae,Gen1_sp1,,St_Gen1_sp1,1,92,09/09/2013,-60.7158202585,-4.1612773016,Colmenares,3699
M3_TS_0500,Cosmetidae,Eucynortella_duapunctata,,Co_Eucynortella_duapunctata,1,92,09/06/2013,-60.7359759696,-4.1330113448,Porto,3700
M3_TS_0500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,1,92,09/06/2013,-60.7359759696,-4.1330113448,Colmenares,3701
M3_TS_0500,Cosmetidae,Taito_spaceinvaders,,Co_Taito_spaceinvaders,1,92,09/06/2013,-60.7359759696,-4.1330113448,Colmenares,3702
M3_TS_0500,Stygnidae,protimesius_longipalpis,,St_Protimesius_longipalpis,1,92,09/06/2013,-60.7359759696,-4.1330113448,Colmenares,3703
M3_TS_0500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,1,92,09/06/2013,-60.7359759696,-4.1330113448,Colmenares,3704
M3_TS_0500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,92,09/06/2013,-60.7359759696,-4.1330113448,Colmenares,3705
M3_TS_0500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,1,92,09/06/2013,-60.7359759696,-4.1330113448,Porto,3706
M3_TS_0500,Sclerosomatidae,Gen3_sp1,,Sc_Gen3_sp1,1,92,09/06/2013,-60.7359759696,-4.1330113448,Porto,3707
M3_TS_0500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,1,92,09/06/2013,-60.7359759696,-4.1330113448,Colmenares,3708
M3_TS_0500,Sclerosomatidae,Gen1_sp3,,Sc_Gen1_sp3,1,92,09/06/2013,-60.7359759696,-4.1330113448,Colmenares,3709
M3_TS_0500,Sclerosomatidae,Gen3_sp1,,Sc_Gen3_sp1,1,100,09/06/2013,-60.7359759696,-4.1330113448,Colmenares,3710
M3_TS_0500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,1,100,09/06/2013,-60.7359759696,-4.1330113448,Colmenares,3711
M3_TS_0500,Manaosbiidae,Rhopalocranaus_sp1,,Ma_Rhopalocranaus_sp1,1,100,09/06/2013,-60.7359759696,-4.1330113448,Porto,3712
M3_TS_1500,Sclerosomatidae,Gen1_sp3,b,Sc_Gen1_sp3_b,1,100,09/08/2013,-60.7325257268,-4.1413588822,Porto,3713
M3_TS_1500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,1,92,09/08/2013,-60.7325257268,-4.1413588822,Porto,3714
M3_TS_1500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,92,09/08/2013,-60.7325257268,-4.1413588822,Porto,3715
M3_TS_1500,Cosmetidae,Eucynortella_duapunctata,,Co_Eucynortella_duapunctata,1,92,09/08/2013,-60.7325257268,-4.1413588822,Colmenares,3716
M3_TS_1500,Cosmetidae,Gen1_sp1,,Co_Gen1_sp1,7,92,09/08/2013,-60.7325257268,-4.1413588822,Colmenares,3717
M3_TS_1500,Sclerosomatidae,Gen1_sp3,,Sc_Gen1_sp3,3,92,09/08/2013,-60.7325257268,-4.1413588822,Colmenares,3718
M3_TS_1500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,2,92,09/08/2013,-60.7325257268,-4.1413588822,Colmenares,3719
M3_TS_1500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,2,92,09/08/2013,-60.7325257268,-4.1413588822,Porto,3720
M3_TS_1500,Stygnidae,Gen1_sp1,,St_Gen1_sp1,1,92,09/08/2013,-60.7325257268,-4.1413588822,Colmenares,3721
M3_TS_1500,Manaosbiidae,Saramacia_lucasae,,Ma_Saramacia_lucasae,4,92,09/08/2013,-60.7325257268,-4.1413588822,Colmenares,3722
M3_TS_1500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,2,92,09/08/2013,-60.7325257268,-4.1413588822,Colmenares,3723
M3_TS_1500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,92,09/08/2013,-60.7325257268,-4.1413588822,Colmenares,3724
M3_TS_1500,Cosmetidae,Eucynortella_duapunctata,,Co_Eucynortella_duapunctata,6,92,09/08/2013,-60.7325257268,-4.1413588822,Colmenares,3725
M3_TS_2500,Cosmetidae,Gen1_sp1,,Co_Gen1_sp1,3,100,09/08/2013,-60.7291422877,-4.1497133765,Colmenares,3726
M3_TS_2500,Stygnidae,protimesius_longipalpis,,St_Protimesius_longipalpis,2,100,09/08/2013,-60.7291422877,-4.1497133765,Colmenares,3727
M3_TS_2500,Cosmetidae,Taito_sp1,,Co_Taito_sp1,1,92,09/08/2013,-60.7291422877,-4.1497133765,Porto,3728
M3_TS_2500,Cosmetidae,Taito_sp1,,Co_Taito_sp1,4,92,09/08/2013,-60.7291422877,-4.1497133765,Colmenares,3729
M3_TS_2500,Cosmetidae,Gen1_sp1,,Co_Gen1_sp1,3,92,09/08/2013,-60.7291422877,-4.1497133765,Porto,3730
M3_TS_2500,Cosmetidae,Eucynortella_duapunctata,,Co_Eucynortella_duapunctata,2,92,09/08/2013,-60.7291422877,-4.1497133765,Porto,3731
M3_TS_2500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,2,92,09/08/2013,-60.7291422877,-4.1497133765,Porto,3732
M3_TS_3500,Manaosbiidae,Saramacia_lucasae,,Ma_Saramacia_lucasae,3,92,09/08/2013,-60.7257213816,-4.1579240374,Colmenares,3733
M3_TS_3500,Cosmetidae,Sibambea_sp1,,Co_Sibambea_sp1,1,92,09/08/2013,-60.7257213816,-4.1579240374,Colmenares,3734
M3_TS_3500,Cosmetidae,Eucynortella_duapunctata,,Co_Eucynortella_duapunctata,2,92,09/08/2013,-60.7257213816,-4.1579240374,Porto,3735
M3_TS_3500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,1,92,09/08/2013,-60.7257213816,-4.1579240374,Porto,3736
M3_TS_3500,Cosmetidae,Eucynortella_duapunctata,,Co_Eucynortella_duapunctata,1,92,09/08/2013,-60.7257213816,-4.1579240374,Colmenares,3737
M3_TS_3500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,1,92,09/08/2013,-60.7257213816,-4.1579240374,Colmenares,3738
M3_TS_3500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,1,92,09/08/2013,-60.7257213816,-4.1579240374,Porto,3739
M3_TS_3500,Fissiphalliidae,Fissiphallius_tucupi,,Fi_Fissiphallius_tucupi,1,92,09/08/2013,-60.7257213816,-4.1579240374,Colmenares,3740
M3_TS_3500,Sclerosomatidae,Gen1_sp3,,Sc_Gen1_sp3,2,92,09/08/2013,-60.7257213816,-4.1579240374,Porto,3741
M3_TN_3500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,1,92,09/08/2013,-60.7257213816,-4.1579240374,Porto,3742
M4_TN_(-500),Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,2,92,09/13/2013,-60.9488034714,-4.3763030414,Porto,3743
M4_TN_(-500),Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,1,92,09/13/2013,-60.9488034714,-4.3763030414,Porto,3744
M4_TN_(-500),Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,1,92,09/13/2013,-60.9488034714,-4.3763030414,Colmenares,3745
M4_TN_(-500),Stygnidae,protimesius_longipalpis,,St_Protimesius_longipalpis,1,92,09/13/2013,-60.9488034714,-4.3763030414,Colmenares,3746
M4_TN_(-500),Stygnidae,Stygnidius_sp1,,St_Stygnidius_sp1,1,92,09/13/2013,-60.9488034714,-4.3763030414,Colmenares,3747
M4_TN_(-500),Fissiphalliidae,Fissiphallius_tucupi,,Fi_Fissiphallius_tucupi,1,92,09/13/2013,-60.9488034714,-4.3763030414,Colmenares,3748
M4_TN_(-500),Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,1,92,09/13/2013,-60.9488034714,-4.3763030414,Porto,3749
M4_TN_(-500),Cosmetidae,Taito_oblongatus,,Co_Taito_oblongatus,1,92,09/13/2013,-60.9488034714,-4.3763030414,Colmenares,3750
M4_TN_(-500),Stygnidae,Stygnidius_sp1,,St_Stygnidius_sp1,1,100,09/13/2013,-60.9488034714,-4.3763030414,Porto,3751
M4_TN_(-500),Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,3,100,09/13/2013,-60.9488034714,-4.3763030414,Colmenares,3752
M4_TN_(-500),Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,100,09/13/2013,-60.9488034714,-4.3763030414,Colmenares,3753
M4_TN_(-500),Cosmetidae,Eucynortella_duapunctata,,Co_Eucynortella_duapunctata,1,100,09/13/2013,-60.9488034714,-4.3763030414,Colmenares,3754
M4_TN_(-500),Fissiphalliidae,Fissiphallius_martensi,,Fi_Fissiphallius_martensi,1,100,09/13/2013,-60.9488034714,-4.3763030414,Colmenares,3755
M4_TN_0500,Stygnidae,Protimesius_longipalpis,,St_Protimesius_longipalpis,4,92,09/13/2013,-60.9431855008,-4.3834058661,Colmenares,3756
M4_TN_0500,Stygnidae,Stygnidius_sp1,,St_Stygnidius_sp1,1,92,09/13/2013,-60.9431855008,-4.3834058661,Porto,3757
M4_TN_0500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,4,92,09/13/2013,-60.9431855008,-4.3834058661,Colmenares,3758
M4_TN_0500,Gonyleptidae,Discocyrtus_carvalhoi,,Go_Discocyrtus_carvalhoi,1,92,09/13/2013,-60.9431855008,-4.3834058661,Colmenares,3759
M4_TN_0500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,1,100,09/13/2013,-60.9431855008,-4.3834058661,Porto,3760
M4_TN_0500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,1,100,09/13/2013,-60.9431855008,-4.3834058661,Porto,3761
M4_TN_1500,Stygnidae,Protimesius_longipalpis,,St_Protimesius_longipalpis,2,100,09/13/2013,-60.9364090674,-4.390661912,Colmenares,3762
M4_TN_1500,Sclerosomatidae,Gen1_sp2,,Sc_Gen1_sp2,1,100,09/13/2013,-60.9364090674,-4.390661912,Colmenares,3763
M4_TN_1500,Fissiphalliidae,Fissiphallius_tucupi,,Fi_Fissiphallius_tucupi,1,100,09/13/2013,-60.9364090674,-4.390661912,Colmenares,3764
M4_TN_1500,Stygnidae,Protimesius_longipalpis,,St_Protimesius_longipalpis,1,92,09/13/2013,-60.9364090674,-4.390661912,Porto,3765
M4_TN_1500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,1,92,09/13/2013,-60.9364090674,-4.390661912,Porto,3766
M4_TN_1500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,92,09/13/2013,-60.9364090674,-4.390661912,Colmenares,3767
M4_TN_1500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,2,92,09/13/2013,-60.9364090674,-4.390661912,Colmenares,3768
M4_TN_1500,Biantidae,Stenostygnus_pusio,,Bi_Stenostygnus_pusio,1,92,09/13/2013,-60.9364090674,-4.390661912,Colmenares,3769
M4_TN_1500,Sclerosomatidae,Gen1_sp3,b,Sc_Gen1_sp3_b,1,92,09/13/2013,-60.9364090674,-4.390661912,Porto,3770
M4_TN_1500,Sclerosomatidae,Gen1_sp2,,Sc_Gen1_sp2,2,92,09/13/2013,-60.9364090674,-4.390661912,Porto,3771
M4_TN_1500,Cosmetidae,Taito_spaceinvaders,,Co_Taito_spaceinvaders,1,92,09/13/2013,-60.9364090674,-4.390661912,Colmenares,3772
M4_TN_2500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,1,92,09/12/2013,-60.929471869,-4.3960764538,Colmenares,3773
M4_TN_2500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,92,09/12/2013,-60.929471869,-4.3960764538,Colmenares,3774
M4_TN_2500,Cosmetidae,Taito_spaceinvaders,,Co_Taito_spaceinvaders,1,92,09/12/2013,-60.929471869,-4.3960764538,Colmenares,3775
M4_TN_2500,Sclerosomatidae,Gen1_sp2,,Sc_Gen1_sp2,1,92,09/12/2013,-60.929471869,-4.3960764538,Colmenares,3776
M4_TN_2500,Biantidae,Stenostygnus_pusio,,Bi_Stenostygnus_pusio,2,100,09/12/2013,-60.929471869,-4.3960764538,Colmenares,3777
M4_TN_2500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,1,100,09/12/2013,-60.929471869,-4.3960764538,Colmenares,3778
M4_TN_2500,Manaosbiidae,Saramacia_lucasae,,Ma_Saramacia_lucasae,1,100,09/12/2013,-60.929471869,-4.3960764538,Colmenares,3779
M4_TN_2500,Sclerosomatidae,Gen1_sp3,b,Sc_Gen1_sp3_b,2,100,09/12/2013,-60.929471869,-4.3960764538,Colmenares,3780
M4_TN_3500,Stygnidae,Protimesius_longipalpis,,St_Protimesius_longipalpis,7,92,09/12/2013,-60.9228358325,-4.4019423611,Colmenares,3781
M4_TN_3500,Stygnidae,Protimesius_longipalpis,,St_Protimesius_longipalpis,2,92,09/12/2013,-60.9228358325,-4.4019423611,Porto,3782
M4_TN_3500,Cosmetidae,Taito_oblongatus,,Co_Taito_oblongatus,2,92,09/12/2013,-60.9228358325,-4.4019423611,Colmenares,3783
M4_TN_3500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,1,92,09/12/2013,-60.9228358325,-4.4019423611,Colmenares,3784
M4_TN_3500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,1,92,09/12/2013,-60.9228358325,-4.4019423611,Porto,3785
M4_TN_3500,Biantidae,Stenostygnus_pusio,,Bi_Stenostygnus_pusio,1,92,09/12/2013,-60.9228358325,-4.4019423611,Porto,3786
M4_TN_3500,Stygnidae,Stygnidius_sp1,,St_Stygnidius_sp1,2,92,09/12/2013,-60.9228358325,-4.4019423611,Colmenares,3787
M4_TN_3500,Sclerosomatidae,Gen1_sp2,,Sc_Gen1_sp2,1,92,09/12/2013,-60.9228358325,-4.4019423611,Colmenares,3788
M4_TN_3500,Stygnidae,Stygnidius_sp1,,St_Stygnidius_sp1,1,92,09/12/2013,-60.9228358325,-4.4019423611,Porto,3789
M4_TN_3500,Sclerosomatidae,Gen1_sp2,,Sc_Gen1_sp2,1,92,09/12/2013,-60.9228358325,-4.4019423611,Porto,3790
M4_TN_3500,Cosmetidae,Gen1_sp1,,Co_Gen1_sp1,1,92,09/12/2013,-60.9228358325,-4.4019423611,Porto,3791
M4_TN_3500,Fissiphalliidae,Fissiphallius_tucupi,,Fi_Fissiphallius_tucupi,1,92,09/12/2013,-60.9228358325,-4.4019423611,Porto,3792
M4_TN_3500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,1,92,09/12/2013,-60.9228358325,-4.4019423611,Colmenares,3793
M4_TN_3500,Gonyleptidae,Discocyrtus_carvalhoi,,Go_Discocyrtus_carvalhoi,1,100,09/12/2013,-60.9228358325,-4.4019423611,Colmenares,3794
M4_TN_3500,Cosmetidae,Taito_spaceinvaders,,Co_Taito_spaceinvaders,1,100,09/12/2013,-60.9228358325,-4.4019423611,Porto,3795
M4_TS_0500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,1,100,09/15/2013,-60.9488010406,-4.3878974766,Porto,3796
M4_TS_0500,Stygnidae,Stygnus_sp1,,St_Stygnus_sp1,1,100,09/15/2013,-60.9488010406,-4.3878974766,Colmenares,3797
M4_TS_0500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,2,92,09/15/2013,-60.9488010406,-4.3878974766,Colmenares,3798
M4_TS_0500,Cosmetidae,Eucynortella_duapunctata,,Co_Eucynortella_duapunctata,1,92,09/15/2013,-60.9488010406,-4.3878974766,Colmenares,3799
M4_TS_0500,Stygnidae,Protimesius_longipalpis,,St_Protimesius_longipalpis,1,92,09/15/2013,-60.9488010406,-4.3878974766,Colmenares,3800
M4_TS_0500,Sclerosomatidae,Gen1_sp2,,Sc_Gen1_sp2,2,92,09/15/2013,-60.9488010406,-4.3878974766,Colmenares,3801
M4_TS_0500,Sclerosomatidae,Gen1_sp2,,Sc_Gen1_sp2,2,92,09/15/2013,-60.9488010406,-4.3878974766,Porto,3802
M4_TS_0500,Sclerosomatidae,Gen1_sp3,b,Sc_Gen1_sp3_b,1,92,09/15/2013,-60.9488010406,-4.3878974766,Porto,3803
